"gutenberg_id" "text"
45755 "anything by himself would have seemed like a crime against their"
45755 "friendship, and he loafed the time away in the hotel corridors, his"
45755 "heart growing heavier and heavier as each moment passed. After a while"
45755 "his heated imagination began to dwell on a possible accident or an"
45755 "insult he might unwittingly have offered his friend. He was on the verge"
45755 "of tears from impatience and anxiety."
45755 ""
45755 "So that when the baron came in to dinner in the evening, he received a"
45755 "brilliant greeting. Edgar jumped up and, without paying any attention to"
45755 "his mother's cry of rebuke or the astonishment of the other diners,"
45755 "rushed at the baron and threw his thin little arms about him."
45755 ""
45755 "\"Where have you been? Where have you been? We've been looking for you"
45755 "everywhere.\""
45755 ""
45755 "The mother's face reddened at hearing herself included in the search."
45755 ""
45755 "\"_Sois sage, Edgar. Assieds toi_,\" she said rather severely. She always"
45755 "spoke French to him, though it by no means came readily to her tongue,"
45755 "and if any but the simplest things were to be said she invariably"
45755 "floundered."
45755 ""
45755 "Edgar obeyed and went back to his seat, but kept on questioning the"
45755 "baron."
45755 ""
45755 "\"Edgar,\" his mother interposed, \"don't forget that the baron can do"
45755 "whatever he wants to do. Perhaps our company bores him.\""
45755 ""
45755 "Now she included herself, and the baron noted with satisfaction that the"
45755 "rebuke directed to the child was really an invitation for a compliment"
45755 "to herself."
45755 ""
45755 "The hunter in him awakened. He was intoxicated, thoroughly excited at"
45755 "having so quickly come upon the right tracks and at seeing the game so"
45755 "close to the muzzle of his gun. His eyes sparkled, his blood shot"
45755 "through his veins. The words fairly bubbled from his lips with no"
45755 "conscious effort on his part. Like all men with pronouncedly erotic"
45755 "temperaments, he did twice as well, was twice himself when he knew a"
45755 "woman liked him, as some actors take fire when they feel that their"
45755 "auditors, the breathing mass of humanity in front of them, are"
45755 "completely under their spell."
45755 ""
45755 "Naturally an excellent raconteur, with great skill in graphic"
45755 "description, he now surpassed himself. Besides, he drank several glasses"
45755 "of champagne, ordered in honor of the new friendship. He told of hunting"
45755 "big game in India, where he had gone at the invitation of an English"
45755 "nobleman. The theme was well chosen. The conversation had necessarily to"
45755 "be about indifferent matters, but this subject, the baron felt, would"
45755 "excite the woman as would anything exotic and unattainable by her."
45755 ""
45755 "The one, however, upon whom the greater charm was exercised was Edgar."
45755 "His eyes glowed with enthusiasm. He forgot to eat or drink and stared at"
45755 "the story-teller as if to snatch the words from his lips with his eyes."
45755 "He had never expected actually to see a man who in his own person had"
45755 "experienced those tremendous things which he read about in his"
45755 "books--tiger hunts, brown men, Hindus, and the terrible Juggernaut,"
45755 "which crushed thousands of men under its wheels. Until then he had"
45755 "thought such men did not really exist and believed in them no more than"
45755 "in fairyland. A certain new and great feeling expanded his chest. He"
45755 "could not remove his eyes from his friend and stared with bated breath"
45755 "at the hands across the table that had actually killed a tiger. Scarcely"
45755 "did he dare to ask a question, and when he ventured to speak it was with"
45755 "a feverish tremor in his voice. His lively imagination drew the picture"
45755 "for each story. He saw his friend mounted high on an elephant"
45755 "caparisoned in purple, brown men to the right and to the left wearing"
45755 "rich turbans, and then suddenly the tiger leaping out of the jungle with"
45755 "gnashing teeth and burying its claws in the elephant's trunk."
45755 ""
45755 "Now the baron was telling about something even more interesting, how"
45755 "elephants were caught by a trick. Old, domesticated elephants were used"
45755 "to lure the young, wild, high-spirited ones into the enclosure. The"
45755 "child's eyes flashed. Then, as though a knife came cutting through the"
45755 "air right down between him and the baron, his mother said, glancing at"
45755 "the clock:"
45755 ""
45755 "\"_Neuf heures. Au lit._\""
45755 ""
45755 "Edgar turned white. To be sent to bed is dreadful enough to grown"
45755 "children at any time. It is the most patent humiliation in adult"
45755 "company, the proclamation that one is still a child, the stigma of being"
45755 "small and needing a child's sleep. But how much more dreadful at so"
45755 "interesting a moment, when the chance of listening to such wonderful"
45755 "things would be lost."
45755 ""
45755 "\"Just this one story, mother, just this one story about the elephants.\""
45755 ""
45755 "He was about to plead, but bethought himself quickly of his new dignity."
45755 "He was a grown-up person. One attempt was all he ventured. But that"
45755 "night his mother was peculiarly strict."
45755 ""
45755 "\"No, it's late already. Just go up. _Sois sage, Edgar._ I'll tell you"
45755 "the story over again exactly the way the baron tells it to me.\""
45755 ""
45755 "Edgar lingered a moment. Usually his mother went upstairs with him. But"
45755 "he wasn't going to beg her in front of his friend. His childish pride"
45755 "made him want to give his pitiful withdrawal somewhat, at least, the"
45755 "appearance of being voluntary."
45755 ""
45755 "\"Will you really? Everything? All about the elephants and everything"
45755 "else?\""
45755 ""
45755 "\"Yes, Edgar, everything.\""
45755 ""
45755 "\"To-night still?\""
45755 ""
45755 "\"Yes, yes. But go on, go to bed now.\""
45755 ""
45755 "Edgar was amazed that he was able to shake hands with the baron and his"
45755 "mother without blushing. The sobs were already choking his throat."
45755 ""
45755 "The baron ran his hand good-naturedly through his hair and pulled it"
45755 "down on his forehead. That brought a forced smile to the boy's tense"
45755 "features. But the next instant he had to hurry to the door, or they"
45755 "would see the great tears well over his eyelids and trickle down his"
45755 "cheeks."
45755 ""
45755 ""
45755 ""
45755 ""
45755 "<CHAPTER V"
45755 "THE ELEPHANTS>"
45755 ""
45755 ""
45755 ""
45755 "Edgar's mother stayed at table with the baron a while longer. But the"
45755 "two no longer spoke of elephants or hunting. An indefinable"
45755 "embarrassment instantly sprang up between them, and a faint sultriness"
45755 "descended upon their conversation. After a time they went out into the"
45755 "hall and seated themselves in a corner."
45755 ""
45755 "The baron was more brilliant than ever. The woman was a little heated by"
45755 "her two glasses of champagne, so that the conversation quickly took a"
45755 "dangerous turn. The baron was not what is called exactly handsome. He"
45755 "was simply young and had a manly look in his dark-brown, energetic,"
45755 "boyish face, and he charmed her with his fresh, almost ill-bred"
45755 "movements. She liked looking at him at such close range and was no"
45755 "longer afraid to encounter his eyes."
45755 ""
45755 "Gradually there crept into his language a boldness which vaguely"
45755 "disconcerted her. It was like a gripping of her body and then a letting"
45755 "go, an intangible sort of desire which sent the blood rushing to her"
45755 "face. The next moment, however, he would laugh again, an easy,"
45755 "unconstrained, boyish laugh, which made his little manifestations of"
45755 "desire seem like joking. Sometimes he said things she felt she ought to"
45755 "object to bluntly, but she was a natural-born coquette, and his trifling"
45755 "audacities only provoked in her the taste for more. She was carried away"
45755 "by his bold gaze, and at length got so far as to try to imitate him,"
45755 "answering his looks with little fluttering promises from her own eyes,"
45755 "and giving herself up to him in words and gestures. She permitted him to"
45755 "draw close to her, so that every now and then she felt the warm graze of"
45755 "his breath on her shoulders."
45755 ""
45755 "Like all gamblers, the two forgot the passage of time and became so"
45755 "absorbed that they started in surprise when the lights in the hall were"
45755 "turned off at midnight."
45755 ""
45755 "The woman jumped up in response to the first impulse of alarm she had"
45755 "felt. In the same moment she realized to what audacious lengths she had"
45755 "ventured. It was not the first time she had played with fire, but now"
45755 "her instincts, all aroused, told her the game had come perilously close"
45755 "to being in earnest. She shuddered inwardly at discovering that she no"
45755 "longer felt quite secure, that something in her was slipping and gliding"
45755 "down into an abyss. Her head whirled with alarm, with slight"
45755 "intoxication from the champagne, and with the ring of the baron's"
45755 "ardent language in her ears. A dull dread came over her. She had"
45755 "experienced the same sort of dread several times before in similar"
45755 "dangerous moments, but it had never so overpowered her. This extreme"
45755 "dizziness was something she had never before experienced."
45755 ""
45755 "\"Good-night,\" she said hastily. \"See you in the morning again.\""
45755 ""
45755 "She felt like running away, not so much from him as from the danger of"
45755 "the moment and from an odd, novel insecurity she felt within herself."
45755 ""
45755 "But the baron held her hand in a tight but gentle grip and kissed it"
45755 "four or five times from the delicate tips of her fingers to her wrist. A"
45755 "little shiver went through her at the graze of his rough mustache on the"
45755 "back of her hand, and her blood ran warm and mounted to her head. Her"
45755 "cheeks glowed. There was a hammering at her temples. A wild unreasoning"
45755 "fear made her snatch her hand away."
45755 ""
45755 "\"Don't go, don't go,\" the baron pleaded in a whisper. But she was"
45755 "already gone, the awkwardness of her haste revealing plainly her fright"
45755 "and confusion. She was undergoing the excitement that the baron wanted."
45755 "She was all confused, one moment in awful dread that the man behind"
45755 "might follow and put his arms round her, and the next instant regretting"
45755 "that he had not done so. In those few seconds the thing might have taken"
45755 "place that she had been dreaming of for years, the great adventure. She"
45755 "had always taken voluptuous delight in creeping up to the very edge of"
45755 "an adventure and then jumping back at the last moment, an adventure of"
45755 "the great and dangerous kind, not a mere fleeting flirtation. But the"
45755 "baron was too proud to push his advantage now, too assured of his"
45755 "victory to take this woman like a robber in a moment of weakness and"
45755 "intoxication. A fair sportsman prefers his game to show fight and to"
45755 "surrender quite consciously. The woman could not escape him. The virus,"
45755 "he knew, was already seething in her veins."
45755 ""
45755 "She stopped on the landing above and pressed her hand to her throbbing"
45755 "heart. She had to rest a while. Her nerves were snapping. She heaved a"
45755 "great sigh, partly of relief at having escaped a danger, partly of"
45755 "regret. Her emotions were mixed, and all she was vividly conscious of"
45755 "was the whirl of her blood and a faint giddiness. With half-closed eyes"
45755 "she groped her way like a drunken woman to the door and breathed with"
45755 "relief when she felt the cool door-knob in her hand. At last she was"
45755 "safe."
45755 ""
45755 "She opened the door softly and the next second started back in fright."
45755 "Something had moved way back in the dark. In her excited state this was"
45755 "too much, and she was about to cry for help when a very, very sleepy"
45755 "voice came from within, saying:"
45755 ""
45755 "\"Is that you, mother?\""
45755 ""
45755 "\"Goodness gracious! What are you doing here?\""
45755 ""
45755 "She rushed to the sofa where Edgar was lying curled up trying to keep"
45755 "himself wide awake. She thought the child must be ill and needed"
45755 "attention."
45755 ""
45755 "\"I waited for you so long, and then I fell asleep.\""
45755 ""
45755 "\"What were you waiting for?\""
45755 ""
45755 "\"You know. To hear about the elephants.\""
45755 ""
45755 "\"Elephants?\" As she asked the question Edgar's mother remembered her"
45755 "promise. She was to tell him all about the elephant hunts and the"
45755 "baron's other adventures that very night. And so the simple child had"
45755 "crept into her room and in unquestioning faith had waited for her until"
45755 "he had dropped asleep. The absurdity of it enraged her, or rather she"
45755 "was angry with herself, and for that reason she wanted to outshriek the"
45755 "tiny whisper of her conscience telling her she had done a shameful"
45755 "wrong."
45755 ""
45755 "\"Go to bed at once, you nuisance!\" she cried."
45755 ""
45755 "Edgar stared at her. Why was she so angry? He hadn't done anything"
45755 "wrong. But his very amazement only made her angrier."
45755 ""
45755 "\"Go to bed at once,\" she shouted, in a rage, because she felt how unjust"
45755 "she was to the child."
45755 ""
45755 "Edgar went without a word. He was dreadfully sleepy and felt only in a"
45755 "blur that his mother had not kept her promise and that somehow or other"
45755 "he was being treated meanly. Yet he did not rebel. His susceptibilities"
45755 "were dulled by sleepiness. Besides, he was angry with himself for having"
45755 "fallen asleep while waiting."
45755 ""
45755 "\"Like a baby,\" he said to himself in disgust before dropping off to"
45755 "sleep again."
45755 ""
45755 "Since the day before he hated himself for being still a child."
45755 ""
45755 ""
45755 ""
45755 ""
45755 "<CHAPTER VI"
45755 "SKIRMISHING>"
45755 ""
45755 ""
45755 ""
45755 "The baron had passed a bad night. It is rather vain to attempt to sleep"
45755 "after an adventure that has been abruptly broken off. Tossing on his bed"
45755 "and starting up out of oppressive dreams, the baron was soon regretting"
45755 "that he had not seized the moment. The next morning when he came down he"
45755 "was still sleepy and cross and in no mood to take up with Edgar, who at"
45755 "sight of him rushed out of a corner and threw his arms about his waist"
45755 "and began to pester him with a thousand questions. The boy was happy to"
45755 "have his big friend to himself once more without having to share him"
45755 "with his mother. He implored him not to tell his stories to her, but"
45755 "only to himself. In spite of her promise she had not recounted all"
45755 "those wonderful things she had said she would. Edgar assailed the baron"
45755 "with a hundred childish importunities and stormy demonstrations of love."
45755 "He was so happy at last to have found him again and to be alone with"
45755 "him. He had been waiting for him since early in the morning."
45755 ""
45755 "The baron gave the child rough answers. That eternal lying in wait,"
45755 "those silly questions--in short, the boy's unsolicited passion--began to"
45755 "annoy him. He was tired of going about all day long with a puppy of"
45755 "twelve, talking nonsense. All he cared for now was to strike while the"
45755 "iron was hot and get the mother by herself, the very thing it was"
45755 "difficult to do with this child forever inflicting his presence. For the"
45755 "first time the baron cursed his incautiousness in having inspired so"
45755 "much affection, for he saw no chance, on this occasion at least, to rid"
45755 "himself of his too, too devoted friend."
45755 ""
45755 "At any rate it was worth the trial. The baron waited until ten o'clock,"
45755 "the time Edgar's mother had agreed to go out walking with him. He sat"
45755 "beside the boy, paying no attention to his chatter and even glancing"
45755 "through the paper, though every now and then tossing the child a crumb"
45755 "of talk so as not to insult him. When the hour hand was at ten and the"
45755 "minute hand was just reaching twelve, he asked Edgar, as though suddenly"
45755 "remembering something, to do him a favor and run across to the next"
45755 "hotel and find out if his cousin, Count Rosny, had arrived. Delighted at"
45755 "last to be of service to his friend, the unsuspecting child ran off as"
45755 "fast as his legs would carry him, careering down the road so madly that"
45755 "people looked after him in wonder."
45755 ""
45755 "Count Rosny, the clerk told him, had not arrived, nor had he even"
45755 "announced his coming. Edgar again made post haste back to bring this"
45755 "information to his friend. But where was his friend? Nowhere in the"
45755 "hall. Up in his room perhaps. Edgar dashed up the stairs and knocked at"
45755 "his door. No answer. He ran down again and searched in the music-room,"
45755 "the cafe, the verandas, the smoking room. In vain. He hurried to his"
45755 "mother's room to see if she knew anything about the baron. But she was"
45755 "gone, too. When finally, in his despair, he applied to the porter, he"
45755 "was told the two had gone out together a few minutes before."
45755 ""
45755 "Edgar waited for their return patiently. He was altogether unsuspecting"
45755 "and felt quite sure that they would come back soon because the baron"
45755 "wanted to hear whether or not his cousin had arrived. However, long"
45755 "stretches of time went by, and gradually uneasiness crept upon him. Ever"
45755 "since the moment when that strange, seductive man had entered his little"
45755 "life, never as yet tinged by suspicion, the child had spent his days in"
45755 "one continual state of tension and tremulousness and confusion. Upon"
45755 "such delicate organisms as those of children every emotion impresses"
45755 "itself as upon soft wax. Edgar's eyelids began to twitch again, and he"
45755 "was already a shade or two paler."
45755 ""
45755 "He waited and waited, patiently, at first, then in wild excitement, on"
45755 "the verge of tears. Yet no suspicion crept into his child's soul. So"
45755 "blindly trustful was he of his wonderful friend that he fancied there"
45755 "must have been some misunderstanding, and he tortured himself fearing he"
45755 "had not executed his commission properly."
45755 ""
45755 "But, when they came home at last, how odd that they lingered at the"
45755 "threshold talking gaily without showing the faintest surprise and"
45755 "without, apparently, having missed him very much."
45755 ""
45755 "\"We went out expecting to meet you, Eddie,\" said the baron, forgetting"
45755 "to ask if the count had arrived. When Edgar, in consternation that they"
45755 "must have been looking for him on the way between the two hotels,"
45755 "eagerly asseverated that he had taken the straight road and questioned"
45755 "them about the direction they had gone, his mother cut him off short"
45755 "with, \"All right, Edgar, all right. Children must be seen and not"
45755 "heard.\""
45755 ""
45755 "There, this was the second time, Edgar thought, flushing with anger,"
45755 "that his mother had so horridly tried to make him look small in front of"
45755 "his friend. Why did she do it? Why did she always want to set him down"
45755 "as a child when, he was convinced, he was no longer a child? Evidently"
45755 "she was jealous of his friend and was planning to get him all to"
45755 "herself. Yes, that was it, and it was she who had purposely led the"
45755 "baron the wrong way. But he wouldn't let her treat him like that again,"
45755 "he'd show her. He was going to be spiteful, he wasn't going to say a"
45755 "word to her at table, and he would speak only to his friend."
45755 ""
45755 "However, it was not so easy to keep quiet as he thought it would be."
45755 "Things went in a most unanticipated way. Neither his mother nor the"
45755 "baron noticed his attitude of spitefulness. Why, they did not even pay"
45755 "the slightest attention to him, who, the day before, had been the medium"
45755 "of their coming together. They talked over his head and laughed and"
45755 "joked as though he had disappeared under the table. His blood mounted to"
45755 "his head and a lump came into his throat. A horrid sense of his"
45755 "impotence overwhelmed him. Was it his doom to sit there quietly and look"
45755 "on while his mother stole away from him his friend, the one man he"
45755 "loved, while he, Edgar, made no movement in self-defence and used no"
45755 "other weapon than silence? He felt as though he must get up and pound"
45755 "the table with his clenched fists, just to make them take notice of him."
45755 "But he restrained himself and merely put down his knife and fork and"
45755 "stopped eating. Even this it was a long time before they observed. It"
45755 "was not until the last course that his mother became conscious that he"
45755 "had not tasted his food and asked him if he were not feeling well."
45755 ""
45755 "\"Disgusting,\" he thought. \"That's all she ever thinks of, whether I'm"
45755 "sick or not. Nothing else about me seems to matter to her.\""
45755 ""
45755 "He told her shortly that he wasn't hungry, which quite satisfied her."
45755 "Nothing, absolutely nothing forced them to pay attention to him. The"
45755 "baron seemed to have forgotten him completely, at least he never"
45755 "addressed a single remark to him. His eyeballs were getting hot with"
45755 "suppressed tears, and finally he had to resort to the childlike device"
45755 "of raising his napkin like a screen to hide the traitorous drops that"
45755 "rolled down his cheeks and salted his lips. When the meal finally came"
45755 "to an end, he drew a sigh of relief."
45755 ""
45755 "During the meal his mother had proposed a drive to an interesting spot"
45755 "in the neighborhood and Edgar had listened with his lips between his"
45755 "teeth. So she was not going to allow him a single moment alone with his"
45755 "friend any more. But now, as they got up from table, came something even"
45755 "worse, and Edgar's anger went over into a fury of hate."
45755 ""
45755 "\"Edgar,\" said his mother, \"you'll be forgetting everything you learned"
45755 "at school. You had better stay here this afternoon while we're out"
45755 "driving and do a little studying.\""
45755 ""
45755 "He clenched his small fists again. There she was at it again,"
45755 "humiliating him in front of his friend, publicly reminding him that he"
45755 "was still a child who had to go to school and whose presence was merely"
45755 "tolerated by his elders. This time, however, her intentions were"
45755 "altogether too obvious, and Edgar was satisfied to turn away without"
45755 "replying."
45755 ""
45755 "\"Insulted again,\" she said, smiling, and then to the baron, \"Do you"
45755 "really think it's so bad for him to spend an hour studying once in a"
45755 "while?\""
45755 ""
45755 "To this--something in the child's heart congealed--to this the baron,"
45755 "who called himself his friend and who had made fun of him for being a"
45755 "bookworm, made answer that an hour or two really couldn't do any harm."
45755 ""
45755 "Was there an agreement between the two? Had they actually allied"
45755 "themselves against him?"
45755 ""
45755 "\"My father,\" said the boy, his eyes flashing anger, \"forbade my studying"
45755 "here. He wants me to get my health back here.\" Edgar hurled this out"
45755 "with all his pride in his illness, clinging desperately to his father's"
45755 "dictum and his father's authority. It came out like a threat, and to his"
45755 "immense astonishment it took effect, seeming actually to have made both"
45755 "of them uncomfortable, his mother especially, for she turned her eyes"
45755 "aside and began to drum on the table nervously with her fingers. For a"
45755 "while there was a painful silence, broken finally by the baron, who said"
45755 "with a forced laugh:"
45755 ""
45755 "\"It's just as you say, Eddie. I myself don't have to take examinations"
45755 "any more. I failed in all my examinations long ago.\""
45755 ""
45755 "Edgar gave no smile, but looked at the baron with a yearning, searching"
45755 "gaze, as if to probe to the innermost of his being. What was taking"
45755 "place in the baron's soul? Something between him and Edgar had changed,"
45755 "and the child knew not what or why. His eyes wandered unsteadily, in his"
45755 "heart went a little rapid hammer, his first suspicion."
45755 ""
45755 ""
45755 ""
45755 ""
45755 "<CHAPTER VII"
45755 "THE BURNING SECRET>"
45755 ""
45755 ""
45755 ""
45755 "\"What has made them so different?\" the child pondered while sitting"
45755 "opposite them in the carriage. \"Why don't they behave toward me as they"
45755 "did at first? Why does mamma avoid my eyes when I look at her? Why does"
45755 "he always try to joke when I'm around and make a silly of himself? They"
45755 "don't talk to me as they did yesterday or the day before yesterday."
45755 "Their faces even seem different. Mamma's lips are so red she must have"
45755 "rouged them. I never saw her do that before. And he keeps frowning as"
45755 "though he were offended. Could I have said anything to annoy them? No, I"
45755 "haven't said a word. It cannot be on my account that they're so"
45755 "changed. Even their manner toward each other is not the same as it was."
45755 "They behave as though they had been naughty and didn't dare confess."
45755 "They don't chat the way they did yesterday, nor laugh. They're"
45755 "embarrassed, they're concealing something. They've got a secret between"
45755 "them that they don't want to tell me. I'm going to find it out. I must,"
45755 "I don't care what happens, I must. I believe I know what it is. It must"
45755 "be the same thing that grown-up people always shut me out from when they"
45755 "talk about it. It's what books speak of, and it comes in operas when the"
45755 "men and women on the stage stand singing face to face with their arms"
45755 "spread out, and embrace, and shove each other away. It must have"
45755 "something to do with my French governess, who behaved so badly with papa"
45755 "and was dismissed. All these things are connected. I feel they are, but"
45755 "I don't know how. Oh, to find it out, at last to find it out, that"
45755 "secret! To possess the key that opens all doors! Not to be a child any"
45755 "longer with everything kept hidden from one and always being held off"
45755 "and deceived. Now or never! I will tear it from them, that dreadful"
45755 "secret!\""
45755 ""
45755 "A deep furrow cut itself between the child's brows. He looked almost old"
45755 "as he sat in the carriage painfully cogitating this great mystery and"
45755 "never casting a single glance at the landscape, which was shading into"
45755 "all the delicate colors of the spring, the mountains in the freshened"
45755 "green of their pines, the valleys in the mistier greens of budding"
45755 "trees, shrubbery and young grass. All he had eyes for were the man and"
45755 "the woman on the seat opposite him, as though, with his hot gaze, as"
45755 "with an angling hook, he could snatch the secret from the shimmering"
45755 "depths of their eyes."
45755 ""
45755 "Nothing gives so keen an edge to the intelligence as a passionate"
45755 "suspicion. All the possibilities of an immature mind are developed by a"
45755 "trail leading into obscurity. Sometimes it is only a single light door"
45755 "that keeps children out of the world that we call the real world, and a"
45755 "chance puff of wind may blow it open."
45755 ""
45755 "Edgar, all at once, felt himself tangibly closer, closer than ever"
45755 "before, to the Unknown, the Great Secret. It was right next to him,"
45755 "still veiled and unriddled, but very near. It excited him, and it was"
45755 "this that lent him his sudden solemnity. Unconsciously he sensed that he"
45755 "was approaching the outer edges of childhood."
45755 ""
45755 "The baron and Edgar's mother were both sensible of a dumb opposition in"
45755 "front of them without realizing that it emanated from the child. The"
45755 "presence of a third person in the carriage constrained them, and those"
45755 "two dark glowing orbs opposite acted as a check. They scarcely dared to"
45755 "speak or look up, and it was impossible for them to drop back into the"
45755 "light, easy conversational tone of the day before, so entangled were"
45755 "they already in ardent confidences and words suggestive of secret"
45755 "caresses. They would start a subject, promptly come to a halt, say a"
45755 "broken phrase or two, make another attempt, then lapse again into"
45755 "complete silence. Everything they said seemed always to stumble over the"
45755 "child's obstinate silence and fall flat."
45755 ""
45755 "The mother was especially oppressed by her son's sullen quiescence."
45755 "Giving him a cautious glance out of the corners of her eyes, she was"
45755 "startled to observe, for the first time, in the manner Edgar compressed"
45755 "his lips, a resemblance to her husband when he was annoyed. At that"
45755 "particular moment, when she was playing \"hide-and-seek\" with an"
45755 "adventure, it was more than ordinarily discomfiting to be reminded of"
45755 "her husband. The boy, only a foot or two away, with his dark, restless"
45755 "eyes and that suggestion behind his pale forehead of lying in wait,"
45755 "seemed to her like a ghost, a guardian of her conscience, doubly"
45755 "intolerable there in the close quarters of the carriage. Suddenly, for"
45755 "one second, Edgar looked up and met his mother's gaze. Instantly they"
45755 "dropped their eyes in the consciousness that they were spying on each"
45755 "other. Till then each had had implicit faith in the other. Now something"
45755 "had come between mother and child and made a difference. For the first"
45755 "time in their lives they set to observing each other, to separating"
45755 "their destinies, with secret hate already mounting in their hearts,"
45755 "though the feeling was too young for either to admit it to himself."
45755 ""
45755 "When the horses pulled up at the hotel entrance, all three were"
45755 "relieved. The excursion had been a failure, each of them felt, though"
45755 "thy did not say so. Edgar was the first to get out of the carriage. His"
45755 "mother excused herself for going straight up to her room, pleading a"
45755 "headache. She was tired and wanted to be by herself. Edgar and the baron"
45755 "were left alone together."
45755 ""
45755 "The baron paid the coachman, looked at his watch, and mounted the steps"
45755 "to the hall, paying no attention to Edgar and passed him with that easy"
45755 "sway of his slim back which had so enchanted the child that he had"
45755 "immediately begun to imitate the baron's walk. The baron brushed past"
45755 "him, right past him. Evidently he had forgotten him and left him to"
45755 "stand there beside the driver and the horses as though he did not belong"
45755 "to him."
45755 ""
45755 "Something in Edgar broke in two as the man, whom in spite of everything"
45755 "he still idolized, slighted him like that. A bitter despair filled his"
45755 "heart when the baron left without so much as touching him with his cloak"
45755 "or saying a single word, when he, Edgar, was conscious of having done no"
45755 "wrong. His painfully enforced self-restraint gave way, the too heavy"
45755 "burden of dignity that he had imposed upon himself dropped from his"
45755 "narrow little shoulders, and he became the child again, small and"
45755 "humble, as he had been the day before. At the top of the steps he"
45755 "confronted the baron and said in a strained voice, thick with suppressed"
45755 "tears:"
45755 ""
45755 "\"What have I done to you that you don't notice me any more? Why are you"
45755 "always like this with me now? And mamma, too? Why are you always sending"
45755 "me off? Am I a nuisance to you, or have I done anything to offend you?\""
45755 ""
45755 "The baron was startled. There was something in the child's voice that"
45755 "upset him at first, then stirred him to tenderness and sympathy for the"
45755 "unsuspecting boy."
45755 ""
45755 "\"You're a goose, Eddie. I'm merely out of sorts to-day. You're a dear"
45755 "boy, and I really love you.\" He tousled Edgar's hair, yet with averted"
45755 "face so as not to be obliged to see those great moist, beseeching"
45755 "child's eyes. The comedy he was playing was becoming painful. He was"
45755 "beginning to be ashamed of having trifled so insolently with the child's"
45755 "love. That small voice, quivering with suppressed sobs, cut him to the"
45755 "quick. \"Go upstairs now, Eddie. We'll get along together this evening"
45755 "just as nicely as ever, you'll see.\""
45755 ""
45755 "\"You won't let mamma send me right off to bed, will you?\""
45755 ""
45755 "\"No, no, I won't, Eddie,\" the baron smiled. \"Just go on up. I must dress"
45755 "for dinner.\""
45755 ""
45755 "Edgar went, made happy for the moment. Soon, however, the hammer began"
45755 "to knock at his heart again. He was years older since the day before. A"
45755 "strange guest, Distrust, had lodged itself in his child's breast."
45755 ""
45755 "He waited for the decisive test, at table. Nine o'clock came, and his"
45755 "mother had not yet said a word about his going to bed. Why did she let"
45755 "him stay on just that day of all days, she who was usually so exact? It"
45755 "bothered him. Had the baron told her what he had said! He was consumed"
45755 "with regret, suddenly, that he had run after the baron so trustingly. At"
45755 "ten o'clock his mother rose, and took leave of the baron, who, oddly,"
45755 "showed no surprise at her early departure and made no attempt to detain"
45755 "her as he usually did. The hammer beat harder and harder at Edgar's"
45755 "breast."
45755 ""
45755 "Now he must apply the test with exceeding care. He, too, behaved as"
45755 "though he suspected nothing and followed his mother to the door."
45755 "Actually, in that second, he caught a smiling glance that travelled over"
45755 "his head straight to the baron and seemed to indicate a mutual"
45755 "understanding, a secret held in common. So the baron had betrayed him!"
45755 "That was why his mother had left so early. He, Edgar, was to be lulled"
45755 "with a sense of security so that he would not get in their way the next"
45755 "day."
45755 ""
45755 "\"Mean!\" he murmured."
45755 ""
45755 "\"What's that?\" his mother asked."
45755 ""
45755 "\"Nothing,\" he muttered between clenched teeth."
45755 ""
45755 "He, too, had his secret. His secret was hate, a great hate for the two"
45755 "of them."
45755 ""
45755 ""
45755 ""
45755 ""
45755 "<CHAPTER VIII"
45755 "SILENT HOSTILITY>"
45755 ""
45755 ""
45755 ""
45755 "The tumult of Edgar's conflicting emotions subsided into one smooth,"
45755 "clear feeling of hate and open hostility, concentrated and"
45755 "unadulterated. Now that he was certain of being in their way, the"
45755 "imposition of his presence upon them gave him a voluptuous satisfaction."
45755 "Always accompanying them with the compressed strength of his enmity, he"
45755 "would goad them into madness. He gloated over the thought. The first to"
45755 "whom he showed his teeth was the baron, when he came downstairs in the"
45755 "morning and said \"Hello, Edgar!\" with genuine heartiness in his voice."
45755 "Edgar remained sitting in the easy chair and answered curtly with a hard"
45755 "\"G'd morning.\""
45755 ""
45755 "\"Your mother down yet?\""
45755 ""
45755 "Edgar kept his eyes glued to his newspaper."
45755 ""
45755 "\"I don't know.\""
45755 ""
45755 "The baron was puzzled."
45755 ""
45755 "\"Slept badly, Eddie?\" The baron was counting on a joke to help him over"
45755 "the situation again, but Edgar merely tossed out a contemptuous \"No\" and"
45755 "continued to study the paper."
45755 ""
45755 "\"Stupid,\" the baron murmured, shrugging his shoulders and walked away."
45755 "Hostilities had been declared."
45755 ""
45755 "Toward his mother Edgar's manner was cool and polite. When she made an"
45755 "awkward attempt to send him off to the tennis-court, he gave her a quiet"
45755 "rebuff, and his smile and the bitter curl at the corners of his mouth"
45755 "showed that he was no longer to be fooled."
45755 ""
45755 "\"I'd rather go walking with you, mamma,\" he said with assumed"
45755 "friendliness, looking her straight in the eyes. His answer was"
45755 "obviously not to her taste. She hesitated and seemed to be looking for"
45755 "something."
45755 ""
45755 "\"Wait for me here,\" she decided at length and went into the dining-room"
45755 "for breakfast."
45755 ""
45755 "Edgar waited, but his distrust was lively, and his instincts, all astir,"
